Heading,Input,Ground Truth,Correct Prediction,1. Predicted Label,2. Predicted Label,3. Predicted Label,4. Predicted Label,1. Predicted Sub-label,2. Predicted Sub-label,3. Predicted Sub-label,4. Predicted Sub-label,1. Similarity,2. Similarity,3. Similarity,4. Similarity
0,"Define the term ""product_id"" (""13842 is a ""product_id"") with up to three words!                            ",matter,True,matter,matter,matter,matter,device id,material id,component id,device name,0.8055819,0.7925968,0.7814155,0.7697414
1,"Define the term ""layer_function"" (""ETL is a ""layer_function"") with up to three words!                            ",matter,True,matter,matter,matter,metadata,component composition,material composition,device composition,organization,0.8034177,0.7867125,0.75098693,0.75093067
2,"Define the term ""layer_process"" (""Spincoating is a ""layer_process"") with up to three words!                            ",manufacturing,True,manufacturing,manufacturing,metadata,parameter,manufacturing process,component manufacturing,organization,process condition,0.80256796,0.8022513,0.7974806,0.7899568
3,"Define the term ""layer_process_location"" (""OPVSpinbot is a ""layer_process_location"") with up to three words!                            ",metadata,True,metadata,metadata,metadata,parameter,location,organization,facility,condition parameter,0.8220155,0.7978821,0.7889137,0.786973
4,"Define the term ""layer_number"" (""1 is a ""layer_number"") with up to three words!                            ",matter,True,matter,matter,matter,matter,material name,component composition,component name,component,0.7395262,0.73952544,0.7356211,0.73144567
5,"Define the term ""layer_material_content_ratio"" (""1 is a ""layer_material_content_ratio"") with up to three words!                            ",matter,True,matter,property,matter,parameter,material concentration,material ratio,material,material measurement parameter,0.8170893,0.78738856,0.78661895,0.78587765
6,"Define the term ""content_function"" (""ETL is a ""content_function"") with up to three words!                            ",matter,True,matter,matter,matter,matter,component composition,material composition,component name,device composition,0.82602286,0.80964696,0.76218134,0.75670975
7,"Define the term ""material_batch_barcode"" (""121800 is a ""material_batch_barcode"") with up to three words!                            ",matter,False,parameter,matter,matter,matter,material manufacturing condition,material,material name,material id,0.7872911,0.78641474,0.7856431,0.7848015
8,"Define the term ""material_name_short"" (""ZnO is a ""material_name_short"") with up to three words!                            ",matter,True,matter,matter,matter,matter,material name abbreviation,material name,material,material id,0.81068814,0.8106477,0.7799239,0.77756417
9,"Define the term ""annealing_time"" (""00:46:01 is a ""annealing_time"") with up to three words!                            ",parameter,True,parameter,measurement,parameter,measurement,measurement parameter,measurement process,manufacturing parameter,measurement,0.758595,0.7537432,0.7527819,0.75085896
10,"Define the term ""annealing_temperature"" (""180 is a ""annealing_temperature"") with up to three words!                            ",parameter,True,parameter,matter,measurement,measurement,measurement parameter,material name,measurement process,measurement,0.7633221,0.75276434,0.75180346,0.7475411
11,"Define the term ""product_id"" (""13842 is a ""product_id"") with up to three words!                            ",matter,True,matter,matter,matter,matter,device id,material id,component id,device name,0.8078904,0.7932019,0.781485,0.7708155
