Heading,Input,Ground Truth,Correct Prediction,1. Predicted Label,2. Predicted Label,3. Predicted Label,4. Predicted Label,1. Predicted Sub-label,2. Predicted Sub-label,3. Predicted Sub-label,4. Predicted Sub-label,1. Similarity,2. Similarity,3. Similarity,4. Similarity
0,"Define the ""product_id"" (example: ""13842"" is a ""product_id""). Use three terms only!",matter,True,matter,matter,matter,parameter,device id,material id,component id,process quantity,0.79687214,0.78328645,0.769632,0.75689757
1,"Define the ""layer_function"" (example: ""ETL"" is a ""layer_function""). Use three terms only!",matter,True,matter,matter,matter,metadata,component composition,material composition,device composition,facility,0.79079264,0.7795237,0.74540645,0.7330876
2,"Define the ""layer_process"" (example: ""Spincoating"" is a ""layer_process""). Use three terms only!",manufacturing,True,manufacturing,manufacturing,metadata,metadata,manufacturing process,component manufacturing,facility,location,0.7987709,0.7976624,0.7844939,0.78178024
3,"Define the ""layer_process_location"" (example: ""OPVSpinbot"" is a ""layer_process_location""). Use three terms only!",metadata,True,metadata,parameter,metadata,parameter,location,fabrication condition,facility,condition parameter,0.8149763,0.7844343,0.7758491,0.7756477
4,"Define the ""layer_number"" (example: ""1"" is a ""layer_number""). Use three terms only!",matter,True,matter,matter,matter,parameter,material name,component name,component composition,measurement parameter,0.73711556,0.7354758,0.7334612,0.7330203
5,"Define the ""layer_material_content_ratio"" (example: ""1"" is a ""layer_material_content_ratio""). Use three terms only!",matter,True,matter,matter,parameter,matter,material ratio,material concentration,material measurement parameter,material name,0.8215382,0.8074367,0.778973,0.7677748
6,"Define the ""content_function"" (example: ""ETL"" is a ""content_function""). Use three terms only!",matter,True,matter,matter,matter,manufacturing,component composition,material composition,component name,component change,0.8142581,0.8030491,0.7614068,0.75535166
7,"Define the ""material_batch_barcode"" (example: ""121800"" is a ""material_batch_barcode""). Use three terms only!",matter,True,matter,parameter,matter,matter,material id,material measurement parameter,material,material name,0.77601063,0.77468807,0.7745172,0.77426004
8,"Define the ""material_name_short"" (example: ""ZnO"" is a ""material_name_short""). Use three terms only!",matter,True,matter,matter,matter,matter,material name,material name abbreviation,material id,material,0.81475616,0.80706155,0.7761486,0.77036256
9,"Define the ""annealing_time"" (example: ""00:46:01"" is a ""annealing_time""). Use three terms only!",parameter,True,parameter,measurement,parameter,measurement,measurement parameter,measurement process,manufacturing parameter,measurement,0.7439102,0.73945993,0.73912024,0.73453176
10,"Define the ""annealing_temperature"" (example: ""180"" is a ""annealing_temperature""). Use three terms only!",parameter,True,parameter,parameter,parameter,parameter,measurement parameter,manufacturing parameter,measurement quantity,material measurement parameter,0.7603294,0.74969643,0.7459823,0.74552333
11,"Define the ""product_id"" (example: ""13842"" is a ""product_id""). Use three terms only!",matter,True,matter,matter,matter,parameter,device id,material id,component id,process quantity,0.7968818,0.7832693,0.7696117,0.75691724
12,"Define the ""layer_function"" (example: ""ActiveLayer"" is a ""layer_function""). Use three terms only!",matter,True,matter,matter,matter,matter,component composition,material composition,device composition,component name,0.7828389,0.76947105,0.7356473,0.718601
13,"Define the ""layer_process"" (example: ""Spincoating"" is a ""layer_process""). Use three terms only!",manufacturing,True,manufacturing,manufacturing,metadata,metadata,manufacturing process,component manufacturing,facility,location,0.79883295,0.7976767,0.7845189,0.78182876
14,"Define the ""layer_process_location"" (example: ""LineOne"" is a ""layer_process_location""). Use three terms only!",metadata,True,metadata,metadata,parameter,manufacturing,location,facility,fabrication condition,manufacturing process,0.8178601,0.7734123,0.7643981,0.7605429
15,"Define the ""layer_number"" (example: ""2"" is a ""layer_number""). Use three terms only!",matter,False,parameter,matter,matter,matter,measurement parameter,material name,component composition,component name,0.73564374,0.73505604,0.7319031,0.73170274
16,"Define the ""layer_material_solid_concentration"" (example: ""19.5094339622642"" is a ""layer_material_solid_concentration""). Use three terms only!",matter,True,matter,parameter,matter,matter,material concentration,material measurement parameter,material ratio,material,0.79375064,0.7671939,0.7654833,0.7650165
17,"Define the ""layer_material_temperature"" (example: ""25"" is a ""layer_material_temperature""). Use three terms only!",parameter,True,parameter,matter,parameter,matter,material measurement parameter,material name,material condition,material,0.7682395,0.76204336,0.76005137,0.7589605
18,"Define the ""layer_material_stirring_time"" (example: ""100"" is a ""layer_material_stirring_time""). Use three terms only!",parameter,True,parameter,parameter,matter,parameter,material measurement parameter,material manufacturing parameter,material ratio,material process parameter,0.77205795,0.7673848,0.76380336,0.76203346
19,"Define the ""layer_material_stirring_speed"" (example: ""600"" is a ""layer_material_stirring_speed""). Use three terms only!",parameter,True,parameter,parameter,matter,parameter,material measurement parameter,material manufacturing parameter,material name,material process parameter,0.7734822,0.77074283,0.76659876,0.7656399
20,"Define the ""layer_material_content_ratio"" (example: ""0.9152"" is a ""layer_material_content_ratio""). Use three terms only!",matter,True,matter,matter,parameter,matter,material ratio,material concentration,material measurement parameter,material name,0.81881124,0.80628175,0.78029805,0.7605963
21,"Define the ""content_function"" (example: ""Donor"" is a ""content_function""). Use three terms only!",matter,True,matter,matter,matter,matter,component composition,material composition,component name,device composition,0.81548655,0.80468035,0.75508606,0.75112283
22,"Define the ""material_batch_barcode"" (example: ""321100"" is a ""material_batch_barcode""). Use three terms only!",matter,True,matter,matter,matter,parameter,material id,material name,material,material measurement parameter,0.77297485,0.7721379,0.77086633,0.76903987
23,"Define the ""material_name_short"" (example: ""PM6"" is a ""material_name_short""). Use three terms only!",matter,True,matter,matter,parameter,matter,material name abbreviation,material name,material manufacturing parameter,material id,0.81205994,0.80475867,0.77690065,0.77616405
24,"Define the ""annealing_time"" (example: ""00:10:15"" is a ""annealing_time""). Use three terms only!",parameter,True,parameter,measurement,parameter,parameter,measurement parameter,measurement process,manufacturing parameter,material measurement parameter,0.7453583,0.73828685,0.7376601,0.733757
25,"Define the ""annealing_temperature"" (example: ""160"" is a ""annealing_temperature""). Use three terms only!",parameter,True,parameter,parameter,parameter,parameter,measurement parameter,manufacturing parameter,material measurement parameter,measurement quantity,0.7588175,0.74902993,0.7465287,0.74524796
26,"Define the ""product_id"" (example: ""13842"" is a ""product_id""). Use three terms only!",matter,True,matter,matter,matter,parameter,device id,material id,component id,process quantity,0.7968818,0.7832693,0.7696117,0.75691724
27,"Define the ""layer_function"" (example: ""ActiveLayer"" is a ""layer_function""). Use three terms only!",matter,True,matter,matter,matter,matter,component composition,material composition,device composition,component name,0.78261006,0.7692598,0.7354976,0.71852887
28,"Define the ""layer_process"" (example: ""Spincoating"" is a ""layer_process""). Use three terms only!",manufacturing,True,manufacturing,manufacturing,metadata,metadata,manufacturing process,component manufacturing,facility,location,0.7987709,0.7976624,0.7844939,0.78178024
29,"Define the ""layer_process_location"" (example: ""LineOne"" is a ""layer_process_location""). Use three terms only!",metadata,True,metadata,metadata,parameter,manufacturing,location,facility,fabrication condition,manufacturing process,0.8178601,0.7734123,0.7643981,0.7605429
30,"Define the ""layer_number"" (example: ""2"" is a ""layer_number""). Use three terms only!",matter,False,parameter,matter,matter,matter,measurement parameter,material name,component composition,component name,0.73569334,0.7353132,0.7320173,0.73191226
31,"Define the ""layer_material_solid_concentration"" (example: ""19.0943396226415"" is a ""layer_material_solid_concentration""). Use three terms only!",matter,True,matter,parameter,matter,matter,material concentration,material measurement parameter,material ratio,material,0.795921,0.76809573,0.76716536,0.76527
32,"Define the ""layer_material_temperature"" (example: ""24"" is a ""layer_material_temperature""). Use three terms only!",parameter,True,parameter,matter,parameter,property,material measurement parameter,material name,material condition,device_property,0.7703687,0.76248634,0.7618536,0.75959074
33,"Define the ""layer_material_stirring_time"" (example: ""240"" is a ""layer_material_stirring_time""). Use three terms only!",parameter,True,parameter,parameter,matter,parameter,material measurement parameter,material manufacturing parameter,material,material process parameter,0.7699022,0.76553094,0.76362646,0.7634886
