Heading,Input,Ground Truth,Correct Prediction,1. Predicted Label,2. Predicted Label,3. Predicted Label,4. Predicted Label,1. Predicted Sub-label,2. Predicted Sub-label,3. Predicted Sub-label,4. Predicted Sub-label,1. Similarity,2. Similarity,3. Similarity,4. Similarity
0,"Define the term ""product_id"" maximum three words (example: ""13842 is a specific ""product_id"")!                            ",matter,True,matter,matter,matter,parameter,device id,material id,component id,process quantity,0.79019743,0.7766844,0.76351947,0.75704116
1,"Define the term ""layer_function"" maximum three words (example: ""ETL is a specific ""layer_function"")!                            ",matter,True,matter,matter,matter,metadata,component composition,material composition,device composition,organization,0.8053179,0.78592914,0.7522923,0.74907964
2,"Define the term ""layer_process"" maximum three words (example: ""Spincoating is a specific ""layer_process"")!                            ",manufacturing,False,metadata,manufacturing,manufacturing,metadata,organization,manufacturing process,component manufacturing,facility,0.7978056,0.79394335,0.79330707,0.7875184
3,"Define the term ""layer_process_location"" maximum three words (example: ""OPVSpinbot is a specific ""layer_process_location"")!                            ",metadata,True,metadata,metadata,metadata,parameter,location,organization,facility,process condition,0.81347096,0.7869016,0.7816004,0.7791753
4,"Define the term ""layer_number"" maximum three words (example: ""1 is a specific ""layer_number"")!                            ",matter,True,matter,matter,parameter,matter,material name,component composition,measurement parameter,component name,0.7361843,0.7346515,0.7291686,0.72727215
5,"Define the term ""layer_material_content_ratio"" maximum three words (example: ""1 is a specific ""layer_material_content_ratio"")!                            ",matter,True,matter,parameter,matter,property,material concentration,material measurement parameter,material name,material ratio,0.7995218,0.7704749,0.7629686,0.75901496
6,"Define the term ""content_function"" maximum three words (example: ""ETL is a specific ""content_function"")!                            ",matter,True,matter,matter,matter,matter,component composition,material composition,component name,device composition,0.82514715,0.8046843,0.7623366,0.7529781
7,"Define the term ""material_batch_barcode"" maximum three words (example: ""121800 is a specific ""material_batch_barcode"")!                            ",matter,True,matter,parameter,parameter,parameter,material name,material manufacturing condition,material measurement parameter,manufacturing quanity,0.7741258,0.7699667,0.7686195,0.76793844
8,"Define the term ""material_name_short"" maximum three words (example: ""ZnO is a specific ""material_name_short"")!                            ",matter,True,matter,matter,matter,parameter,material name,material name abbreviation,material id,material manufacturing parameter,0.8103146,0.8059477,0.77717656,0.7751291
9,"Define the term ""annealing_time"" maximum three words (example: ""00:46:01 is a specific ""annealing_time"")!                            ",parameter,True,parameter,parameter,matter,measurement,measurement parameter,manufacturing parameter,material name,measurement process,0.75679386,0.7520915,0.7492836,0.74797124
10,"Define the term ""annealing_temperature"" maximum three words (example: ""180 is a specific ""annealing_temperature"")!                            ",parameter,True,parameter,matter,parameter,parameter,measurement parameter,material name,manufacturing parameter,measurement quantity,0.7654818,0.7616104,0.7526805,0.7516286
11,"Define the term ""product_id"" maximum three words (example: ""13842 is a specific ""product_id"")!                            ",matter,True,matter,matter,matter,parameter,device id,material id,component id,process quantity,0.79019743,0.7766844,0.76351947,0.75704116
12,"Define the term ""layer_function"" maximum three words (example: ""ActiveLayer is a specific ""layer_function"")!                            ",matter,True,matter,matter,matter,metadata,component composition,material composition,device composition,organization,0.7979227,0.77544534,0.7440492,0.7316854
13,"Define the term ""layer_process"" maximum three words (example: ""Spincoating is a specific ""layer_process"")!                            ",manufacturing,False,metadata,manufacturing,manufacturing,metadata,organization,manufacturing process,component manufacturing,facility,0.7978127,0.79396725,0.7933278,0.78752977
14,"Define the term ""layer_process_location"" maximum three words (example: ""LineOne is a specific ""layer_process_location"")!                            ",metadata,True,metadata,metadata,metadata,parameter,location,organization,facility,process condition,0.82211274,0.79033124,0.7816116,0.7803035
15,"Define the term ""layer_number"" maximum three words (example: ""2 is a specific ""layer_number"")!                            ",matter,True,matter,matter,parameter,parameter,material name,component composition,measurement parameter,measurement quantity,0.73290086,0.73186266,0.72924334,0.72553736
16,"Define the term ""layer_material_solid_concentration"" maximum three words (example: ""19.5094339622642 is a specific ""layer_material_solid_concentration"")!                            ",matter,True,matter,parameter,property,property,material concentration,material measurement parameter,material_property,device_property,0.7825997,0.76066536,0.75853294,0.758378
17,"Define the term ""layer_material_temperature"" maximum three words (example: ""25 is a specific ""layer_material_temperature"")!                            ",parameter,True,parameter,matter,property,property,material measurement parameter,material name,material_property,device_property,0.77219015,0.77170277,0.7710323,0.7708827
18,"Define the term ""layer_material_stirring_time"" maximum three words (example: ""100 is a specific ""layer_material_stirring_time"")!                            ",parameter,False,matter,parameter,parameter,parameter,material name,material measurement parameter,material manufacturing parameter,material manufacturing condition,0.7765419,0.77351177,0.7721072,0.76938623
19,"Define the term ""layer_material_stirring_speed"" maximum three words (example: ""600 is a specific ""layer_material_stirring_speed"")!                            ",parameter,False,matter,property,property,parameter,material name,material_property,device_property,material measurement parameter,0.77840024,0.77557397,0.7754073,0.7737282
20,"Define the term ""layer_material_content_ratio"" maximum three words (example: ""0.9152 is a specific ""layer_material_content_ratio"")!                            ",matter,True,matter,parameter,matter,property,material concentration,material measurement parameter,material name,material ratio,0.80725086,0.7799473,0.7665899,0.76415896
21,"Define the term ""content_function"" maximum three words (example: ""Donor is a specific ""content_function"")!                            ",matter,True,matter,matter,matter,matter,component composition,material composition,component name,device composition,0.8248838,0.80315983,0.75783664,0.753325
