Heading,Input,Ground Truth,Correct Prediction,1. Predicted Label,2. Predicted Label,3. Predicted Label,4. Predicted Label,1. Predicted Sub-label,2. Predicted Sub-label,3. Predicted Sub-label,4. Predicted Sub-label,1. Similarity,2. Similarity,3. Similarity,4. Similarity
0,"Label the term ""product_id""(example: ""13842"" is a ""product_id""). Use up to three terms only!",matter,True,matter,matter,matter,matter,device id,material id,component id,device name,0.7875142,0.7746413,0.7656676,0.75469255
1,"Label the term ""layer_function""(example: ""ETL"" is a ""layer_function""). Use up to three terms only!",matter,True,matter,matter,matter,matter,component composition,material composition,component name,device composition,0.78408486,0.769252,0.74478835,0.7399705
2,"Label the term ""layer_process""(example: ""Spincoating"" is a ""layer_process""). Use up to three terms only!",manufacturing,True,manufacturing,manufacturing,metadata,metadata,manufacturing process,component manufacturing,facility,location,0.79403496,0.79334885,0.78167415,0.77838486
3,"Label the term ""layer_process_location""(example: ""OPVSpinbot"" is a ""layer_process_location""). Use up to three terms only!",metadata,True,metadata,metadata,parameter,manufacturing,location,facility,fabrication condition,component manufacturing,0.81004816,0.77949584,0.7787788,0.7710381
4,"Label the term ""layer_number""(example: ""1"" is a ""layer_number""). Use up to three terms only!",matter,True,matter,matter,matter,matter,material name,component name,component,component id,0.7423323,0.7370799,0.7314356,0.73008025
5,"Label the term ""layer_material_content_ratio""(example: ""1"" is a ""layer_material_content_ratio""). Use up to three terms only!",matter,True,matter,matter,matter,parameter,material ratio,material concentration,material name,material measurement parameter,0.7995999,0.7886331,0.77460307,0.7711438
6,"Label the term ""content_function""(example: ""ETL"" is a ""content_function""). Use up to three terms only!",matter,True,matter,matter,matter,manufacturing,component composition,material composition,component name,component change,0.80721486,0.7927907,0.7683116,0.76013553
7,"Label the term ""material_batch_barcode""(example: ""121800"" is a ""material_batch_barcode""). Use up to three terms only!",matter,True,matter,matter,parameter,parameter,material name,material id,material manufacturing condition,material measurement parameter,0.77470344,0.76627564,0.761395,0.7610843
8,"Label the term ""material_name_short""(example: ""ZnO"" is a ""material_name_short""). Use up to three terms only!",matter,True,matter,matter,matter,matter,material name,material name abbreviation,material id,material,0.8234384,0.8122119,0.78406143,0.77462065
9,"Label the term ""annealing_time""(example: ""00:46:01"" is a ""annealing_time""). Use up to three terms only!",parameter,True,parameter,parameter,manufacturing,measurement,measurement parameter,manufacturing parameter,manufacturing process,measurement process,0.7499546,0.748948,0.7470801,0.74623847
10,"Label the term ""annealing_temperature""(example: ""180"" is a ""annealing_temperature""). Use up to three terms only!",parameter,True,parameter,matter,parameter,manufacturing,measurement parameter,material name abbreviation,manufacturing parameter,manufacturing,0.7585159,0.7538279,0.7521682,0.75171006
11,"Label the term ""product_id""(example: ""13842"" is a ""product_id""). Use up to three terms only!",matter,True,matter,matter,matter,matter,device id,material id,component id,device name,0.78736544,0.77458763,0.7656293,0.75474215
12,"Label the term ""layer_function""(example: ""ActiveLayer"" is a ""layer_function""). Use up to three terms only!",matter,True,matter,matter,matter,matter,component composition,material composition,component name,device composition,0.78049535,0.7648913,0.7376465,0.7364056
13,"Label the term ""layer_process""(example: ""Spincoating"" is a ""layer_process""). Use up to three terms only!",manufacturing,True,manufacturing,manufacturing,metadata,metadata,manufacturing process,component manufacturing,facility,location,0.7939049,0.79321563,0.7815918,0.7783049
