Heading,Input,Ground Truth,Correct Prediction,1. Predicted Label,2. Predicted Label,3. Predicted Label,4. Predicted Label,1. Predicted Sub-label,2. Predicted Sub-label,3. Predicted Sub-label,4. Predicted Sub-label,1. Similarity,2. Similarity,3. Similarity,4. Similarity
0,"Define the term ""product_id"" (example: ""13842"" is a ""product_id"")!                            ",matter,True,matter,matter,matter,matter,device id,material id,component id,device name,0.8027756,0.7940849,0.7747133,0.7604284
1,"Define the term ""layer_function"" (example: ""ETL"" is a ""layer_function"")!                            ",matter,True,matter,matter,matter,matter,component composition,material composition,material name,device composition,0.80475837,0.7880751,0.7589788,0.7540214
2,"Define the term ""layer_process"" (example: ""Spincoating"" is a ""layer_process"")!                            ",manufacturing,True,manufacturing,manufacturing,metadata,metadata,component manufacturing,manufacturing process,location,facility,0.8010237,0.7991686,0.79590666,0.7924356
3,"Define the term ""layer_process_location"" (example: ""OPVSpinbot"" is a ""layer_process_location"")!                            ",metadata,True,metadata,parameter,metadata,parameter,location,fabrication condition,facility,condition parameter,0.8210372,0.77878964,0.7687673,0.7673893
4,"Define the term ""layer_number"" (example: ""1"" is a ""layer_number"")!                            ",matter,True,matter,matter,matter,parameter,material name,component composition,material id,measurement parameter,0.7526538,0.73807615,0.73022276,0.7293974
5,"Define the term ""layer_material_content_ratio"" (example: ""1"" is a ""layer_material_content_ratio"")!                            ",matter,True,matter,matter,parameter,property,material ratio,material concentration,material measurement parameter,material_property,0.8137917,0.79889286,0.7745712,0.7549561
6,"Define the term ""content_function"" (example: ""ETL"" is a ""content_function"")!                            ",matter,True,matter,matter,matter,matter,component composition,material composition,component name,material name,0.81915796,0.80169773,0.7611803,0.75602275
7,"Define the term ""material_batch_barcode"" (example: ""121800"" is a ""material_batch_barcode"")!                            ",matter,False,parameter,parameter,parameter,property,material measurement parameter,material manufacturing condition,material manufacturing parameter,device_property,0.7671906,0.7627262,0.76132905,0.7555299
8,"Define the term ""material_name_short"" (example: ""ZnO"" is a ""material_name_short"")!                            ",matter,True,matter,matter,parameter,property,material name abbreviation,material name,material manufacturing parameter,device_property,0.81440634,0.7726975,0.7659286,0.76433694
9,"Define the term ""annealing_time"" (example: ""00:46:01"" is a ""annealing_time"")!                            ",parameter,False,matter,parameter,measurement,parameter,material name,measurement parameter,measurement process,manufacturing parameter,0.75609523,0.74857056,0.7406025,0.74010587
10,"Define the term ""annealing_temperature"" (example: ""180"" is a ""annealing_temperature"")!                            ",parameter,False,matter,parameter,manufacturing,parameter,material name,measurement parameter,material conversion,manufacturing parameter,0.77079636,0.7670951,0.74806094,0.7478627
11,"Define the term ""product_id"" (example: ""13842"" is a ""product_id"")!                            ",matter,True,matter,matter,matter,matter,device id,material id,component id,device name,0.8027756,0.7940849,0.7747133,0.7604284
