Heading,Input,Ground Truth,Correct Prediction,1. Predicted Label,2. Predicted Label,3. Predicted Label,4. Predicted Label,1. Predicted Sub-label,2. Predicted Sub-label,3. Predicted Sub-label,4. Predicted Sub-label,1. Similarity,2. Similarity,3. Similarity,4. Similarity
0,"Define the term ""product_id"" (example: ""13842"" is a ""product_id"")!            Use a maximum of three words to define the term.                            ",matter,True,matter,matter,matter,parameter,device id,material id,component id,measurement quantity,0.79304516,0.78392154,0.7669172,0.7561575
1,"Define the term ""layer_function"" (example: ""ETL"" is a ""layer_function"")!            Use a maximum of three words to define the term.                            ",matter,True,matter,matter,matter,metadata,component composition,material composition,device composition,facility,0.79873395,0.78701323,0.7493104,0.7466031
2,"Define the term ""layer_process"" (example: ""Spincoating"" is a ""layer_process"")!            Use a maximum of three words to define the term.                            ",manufacturing,True,manufacturing,manufacturing,metadata,metadata,manufacturing process,component manufacturing,facility,location,0.79259884,0.7880853,0.7838086,0.77753407
3,"Define the term ""layer_process_location"" (example: ""OPVSpinbot"" is a ""layer_process_location"")!            Use a maximum of three words to define the term.                            ",metadata,True,metadata,parameter,metadata,parameter,location,fabrication condition,facility,condition parameter,0.8154242,0.7880911,0.78284556,0.7747717
4,"Define the term ""layer_number"" (example: ""1"" is a ""layer_number"")!            Use a maximum of three words to define the term.                            ",matter,True,matter,parameter,matter,matter,material name,measurement parameter,component composition,component name,0.7337406,0.7282009,0.7270019,0.7261026
5,"Define the term ""layer_material_content_ratio"" (example: ""1"" is a ""layer_material_content_ratio"")!            Use a maximum of three words to define the term.                            ",matter,True,matter,matter,parameter,matter,material ratio,material concentration,material measurement parameter,material name,0.8145534,0.80073476,0.7736771,0.76921433
6,"Define the term ""content_function"" (example: ""ETL"" is a ""content_function"")!            Use a maximum of three words to define the term.                            ",matter,True,matter,matter,matter,manufacturing,component composition,material composition,component name,component change,0.8170732,0.80347395,0.7579683,0.7513304
7,"Define the term ""material_batch_barcode"" (example: ""121800"" is a ""material_batch_barcode"")!            Use a maximum of three words to define the term.                            ",matter,True,matter,matter,matter,parameter,material,material name,material id,material measurement parameter,0.7732154,0.7727307,0.76863575,0.7686151
8,"Define the term ""material_name_short"" (example: ""ZnO"" is a ""material_name_short"")!            Use a maximum of three words to define the term.                            ",matter,True,matter,matter,matter,matter,material name,material name abbreviation,material id,material,0.81871617,0.81134415,0.7759889,0.77321464
9,"Define the term ""annealing_time"" (example: ""00:46:01"" is a ""annealing_time"")!            Use a maximum of three words to define the term.                            ",parameter,True,parameter,measurement,measurement,parameter,measurement parameter,measurement process,measurement,manufacturing parameter,0.7519425,0.7481812,0.74319935,0.7415322
10,"Define the term ""annealing_temperature"" (example: ""180"" is a ""annealing_temperature"")!            Use a maximum of three words to define the term.                            ",parameter,True,parameter,parameter,measurement,parameter,measurement parameter,measurement quantity,measurement process,manufacturing parameter,0.7623804,0.7444858,0.744163,0.7410883
11,"Define the term ""product_id"" (example: ""13842"" is a ""product_id"")!            Use a maximum of three words to define the term.                            ",matter,True,matter,matter,matter,parameter,device id,material id,component id,measurement quantity,0.79304516,0.78392154,0.7669172,0.7561575
12,"Define the term ""layer_function"" (example: ""ActiveLayer"" is a ""layer_function"")!            Use a maximum of three words to define the term.                            ",matter,True,matter,matter,matter,matter,component composition,material composition,device composition,component name,0.7929959,0.7778014,0.73980725,0.7232467
13,"Define the term ""layer_process"" (example: ""Spincoating"" is a ""layer_process"")!            Use a maximum of three words to define the term.                            ",manufacturing,True,manufacturing,manufacturing,metadata,metadata,manufacturing process,component manufacturing,facility,location,0.7925432,0.7879975,0.783726,0.7774665
14,"Define the term ""layer_process_location"" (example: ""LineOne"" is a ""layer_process_location"")!            Use a maximum of three words to define the term.                            ",metadata,True,metadata,metadata,parameter,manufacturing,location,facility,fabrication condition,manufacturing process,0.8172035,0.78047496,0.76594377,0.76067036
15,"Define the term ""layer_number"" (example: ""2"" is a ""layer_number"")!            Use a maximum of three words to define the term.                            ",matter,True,matter,parameter,parameter,matter,material name,measurement parameter,measurement quantity,component composition,0.7317454,0.7305039,0.72613114,0.7254944
16,"Define the term ""layer_material_solid_concentration"" (example: ""19.5094339622642"" is a ""layer_material_solid_concentration"")!            Use a maximum of three words to define the term.                            ",matter,True,matter,matter,matter,matter,material concentration,material,material ratio,material name,0.78860486,0.7682206,0.7638079,0.763399
17,"Define the term ""layer_material_temperature"" (example: ""25"" is a ""layer_material_temperature"")!            Use a maximum of three words to define the term.                            ",parameter,True,parameter,matter,matter,parameter,material measurement parameter,material,material name,material condition,0.7689248,0.765052,0.7648537,0.7642298
18,"Define the term ""layer_material_stirring_time"" (example: ""100"" is a ""layer_material_stirring_time"")!            Use a maximum of three words to define the term.                            ",parameter,True,parameter,parameter,matter,matter,material measurement parameter,material manufacturing parameter,material,material name,0.77189213,0.76778495,0.76715815,0.76665115
19,"Define the term ""layer_material_stirring_speed"" (example: ""600"" is a ""layer_material_stirring_speed"")!            Use a maximum of three words to define the term.                            ",parameter,False,matter,parameter,property,parameter,material name,material measurement parameter,device_property,material manufacturing parameter,0.76606315,0.7659489,0.76432204,0.76372325
