Heading,Input,Ground Truth,Correct Prediction,1. Predicted Label,2. Predicted Label,3. Predicted Label,4. Predicted Label,1. Predicted Sub-label,2. Predicted Sub-label,3. Predicted Sub-label,4. Predicted Sub-label,1. Similarity,2. Similarity,3. Similarity,4. Similarity
0,"Define the ""product_id"" (example: ""13842"" is a ""product_id""). Use three terms only!",matter,True,matter,matter,matter,parameter,device id,material id,component id,process quantity,0.79687214,0.7877263,0.769632,0.75695837
1,"Define the ""layer_function"" (example: ""ETL"" is a ""layer_function""). Use three terms only!",matter,True,matter,matter,matter,metadata,component composition,material name,device composition,facility,0.7908239,0.7476474,0.745383,0.7330876
2,"Define the ""layer_process"" (example: ""Spincoating"" is a ""layer_process""). Use three terms only!",manufacturing,True,manufacturing,manufacturing,metadata,metadata,manufacturing process,component manufacturing,facility,location,0.7987709,0.79770714,0.7844939,0.78191733
3,"Define the ""layer_process_location"" (example: ""OPVSpinbot"" is a ""layer_process_location""). Use three terms only!",metadata,True,metadata,parameter,metadata,parameter,location,fabrication condition,facility,condition parameter,0.81547916,0.7845547,0.77597773,0.7756121
4,"Define the ""layer_number"" (example: ""1"" is a ""layer_number""). Use three terms only!",matter,True,matter,matter,matter,matter,material name,material name abbreviation,component name,component composition,0.7506984,0.73988384,0.7354758,0.7334918
5,"Define the ""layer_material_content_ratio"" (example: ""1"" is a ""layer_material_content_ratio""). Use three terms only!",matter,True,matter,matter,parameter,property,material ratio,material concentration,material measurement parameter,material_property,0.8215382,0.8075701,0.77900493,0.7586682
6,"Define the ""content_function"" (example: ""ETL"" is a ""content_function""). Use three terms only!",matter,True,matter,matter,manufacturing,matter,component composition,component name,component change,material name,0.81430894,0.7614068,0.75535166,0.7532414
7,"Define the ""material_batch_barcode"" (example: ""121800"" is a ""material_batch_barcode""). Use three terms only!",matter,False,parameter,parameter,parameter,parameter,material measurement parameter,material manufacturing parameter,material manufacturing condition,measurement quantity,0.7747544,0.77002865,0.7696872,0.7629219
8,"Define the ""material_name_short"" (example: ""ZnO"" is a ""material_name_short""). Use three terms only!",matter,True,matter,matter,matter,property,material name abbreviation,material name,material,device_property,0.7881139,0.7738956,0.7688209,0.7678543
9,"Define the ""annealing_time"" (example: ""00:46:01"" is a ""annealing_time""). Use three terms only!",parameter,False,matter,parameter,matter,measurement,material name,measurement parameter,material name abbreviation,measurement process,0.7507421,0.7439102,0.7406173,0.73945993
10,"Define the ""annealing_temperature"" (example: ""180"" is a ""annealing_temperature""). Use three terms only!",parameter,False,matter,parameter,matter,parameter,material name,measurement parameter,material name abbreviation,manufacturing parameter,0.76773256,0.7603294,0.75060827,0.74985343
11,"Define the ""product_id"" (example: ""13842"" is a ""product_id""). Use three terms only!",matter,True,matter,matter,matter,parameter,device id,material id,component id,process quantity,0.7968349,0.7876719,0.7695624,0.75696576
12,"Define the ""layer_function"" (example: ""ActiveLayer"" is a ""layer_function""). Use three terms only!",matter,True,matter,matter,matter,matter,component composition,device composition,material name,material name abbreviation,0.7827253,0.7354827,0.7330506,0.7184398
13,"Define the ""layer_process"" (example: ""Spincoating"" is a ""layer_process""). Use three terms only!",manufacturing,True,manufacturing,manufacturing,metadata,metadata,manufacturing process,component manufacturing,facility,location,0.7987709,0.79770714,0.7844939,0.78191733
14,"Define the ""layer_process_location"" (example: ""LineOne"" is a ""layer_process_location""). Use three terms only!",metadata,True,metadata,metadata,parameter,manufacturing,location,facility,fabrication condition,manufacturing process,0.818043,0.7734123,0.7643981,0.7605429
15,"Define the ""layer_number"" (example: ""2"" is a ""layer_number""). Use three terms only!",matter,True,matter,matter,parameter,matter,material name,material name abbreviation,measurement parameter,material id,0.7508975,0.7396486,0.73569334,0.7335348
16,"Define the ""layer_material_solid_concentration"" (example: ""19.5094339622642"" is a ""layer_material_solid_concentration""). Use three terms only!",matter,True,matter,parameter,matter,manufacturing,material concentration,material measurement parameter,material ratio,material conversion,0.794013,0.7673837,0.7656887,0.7570394
17,"Define the ""layer_material_temperature"" (example: ""25"" is a ""layer_material_temperature""). Use three terms only!",parameter,True,parameter,parameter,property,parameter,material measurement parameter,material condition,device_property,material manufacturing parameter,0.76823354,0.76005137,0.7588245,0.75569874
18,"Define the ""layer_material_stirring_time"" (example: ""100"" is a ""layer_material_stirring_time""). Use three terms only!",parameter,True,parameter,parameter,matter,parameter,material measurement parameter,material manufacturing parameter,material ratio,material process parameter,0.77203137,0.7673213,0.7637445,0.7620059
19,"Define the ""layer_material_stirring_speed"" (example: ""600"" is a ""layer_material_stirring_speed""). Use three terms only!",parameter,True,parameter,parameter,parameter,matter,material measurement parameter,material manufacturing parameter,material process parameter,material ratio,0.7733127,0.7710111,0.76591885,0.7647131
20,"Define the ""layer_material_content_ratio"" (example: ""0.9152"" is a ""layer_material_content_ratio""). Use three terms only!",matter,True,matter,matter,parameter,property,material ratio,material concentration,material measurement parameter,material_property,0.81881124,0.8064045,0.7803369,0.7579841
