Heading,Input,Ground Truth,Correct Prediction,1. Predicted Label,2. Predicted Label,3. Predicted Label,4. Predicted Label,1. Predicted Sub-label,2. Predicted Sub-label,3. Predicted Sub-label,4. Predicted Sub-label,1. Similarity,2. Similarity,3. Similarity,4. Similarity
0,"Define the term ""product_id"" (example: ""13842"" is a ""product_id"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",matter,True,matter,parameter,parameter,matter,device id,measurement quantity,process quantity,material name abbreviation,0.8069749,0.80390155,0.7897445,0.78884196
1,"Define the term ""layer_function"" (example: ""ETL"" is a ""layer_function"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",matter,True,matter,matter,matter,metadata,material composition,component composition,device composition,laboratory_equipment,0.807333,0.7993455,0.76452154,0.75649285
2,"Define the term ""layer_process"" (example: ""Spincoating"" is a ""layer_process"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",manufacturing,True,manufacturing,manufacturing,measurement,manufacturing,manufacturing process,component manufacturing,measurement,material process,0.81067365,0.8063516,0.7997328,0.7989159
3,"Define the term ""layer_process_location"" (example: ""OPVSpinbot"" is a ""layer_process_location"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",metadata,True,metadata,parameter,parameter,manufacturing,location,fabrication condition,condition parameter,component manufacturing,0.8135967,0.8001125,0.794208,0.79409933
4,"Define the term ""layer_material_content_ratio"" (example: ""1"" is a ""layer_material_content_ratio"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",matter,True,matter,matter,parameter,parameter,material ratio,material concentration,material measurement parameter,material manufacturing parameter,0.83761376,0.821587,0.8029816,0.7902758
5,"Define the term ""content_function"" (example: ""ETL"" is a ""content_function"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",matter,True,matter,matter,manufacturing,manufacturing,material composition,component composition,material process,manufacturing process,0.8287195,0.82159144,0.77523017,0.77254754
6,"Define the term ""material_batch_barcode"" (example: ""121800"" is a ""material_batch_barcode"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",matter,True,matter,parameter,parameter,parameter,material name abbreviation,measurement quantity,material measurement parameter,material manufacturing parameter,0.80785024,0.8010887,0.79802096,0.79439014
7,"Define the term ""material_name_short"" (example: ""ZnO"" is a ""material_name_short"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",matter,True,matter,parameter,matter,manufacturing,material name abbreviation,material manufacturing parameter,material,material manufacturing,0.8207036,0.79534936,0.7937592,0.79112256
8,"Define the term ""annealing_time"" (example: ""00:46:01"" is a ""annealing_time"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",parameter,True,parameter,parameter,measurement,measurement,material manufacturing parameter,measurement parameter,measurement process,measurement,0.7905843,0.78686047,0.7836474,0.7810497
9,"Define the term ""annealing_temperature"" (example: ""180"" is a ""annealing_temperature"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",parameter,True,parameter,parameter,parameter,measurement,measurement parameter,material manufacturing parameter,measurement quantity,measurement process,0.7900634,0.7874391,0.78063726,0.77577263
10,"Define the term ""product_id"" (example: ""13842"" is a ""product_id"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",matter,True,matter,parameter,parameter,matter,device id,measurement quantity,process quantity,material name abbreviation,0.8069749,0.80390155,0.7897445,0.78884196
11,"Define the term ""layer_function"" (example: ""ActiveLayer"" is a ""layer_function"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",matter,True,matter,matter,matter,metadata,material composition,component composition,device composition,laboratory_equipment,0.80911094,0.80028653,0.76782596,0.7558981
12,"Define the term ""layer_process"" (example: ""Spincoating"" is a ""layer_process"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",manufacturing,True,manufacturing,manufacturing,measurement,manufacturing,manufacturing process,component manufacturing,measurement,material process,0.81067365,0.8063516,0.7997328,0.7989159
13,"Define the term ""layer_process_location"" (example: ""LineOne"" is a ""layer_process_location"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",metadata,True,metadata,measurement,parameter,measurement,location,measurement,material process parameter,measurement process,0.8084896,0.791719,0.78999126,0.78863746
14,"Define the term ""layer_material_solid_concentration"" (example: ""19.5094339622642"" is a ""layer_material_solid_concentration"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",matter,True,matter,parameter,parameter,matter,material concentration,material manufacturing parameter,material measurement parameter,material ratio,0.8065538,0.79503906,0.79341435,0.78835315
15,"Define the term ""layer_material_temperature"" (example: ""25"" is a ""layer_material_temperature"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",parameter,True,parameter,parameter,parameter,parameter,material manufacturing parameter,material measurement parameter,material condition,material manufacturing condition,0.79506975,0.7933773,0.7876861,0.78396356
16,"Define the term ""layer_material_stirring_time"" (example: ""100"" is a ""layer_material_stirring_time"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",parameter,True,parameter,parameter,manufacturing,parameter,material manufacturing parameter,material measurement parameter,manufacturing process,material manufacturing condition,0.8118781,0.7981802,0.7957438,0.7940229
17,"Define the term ""layer_material_stirring_speed"" (example: ""600"" is a ""layer_material_stirring_speed"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",parameter,True,parameter,parameter,matter,parameter,material manufacturing parameter,material measurement parameter,material,material manufacturing condition,0.8073536,0.79411876,0.7895351,0.7883575
18,"Define the term ""layer_material_content_ratio"" (example: ""0.9152"" is a ""layer_material_content_ratio"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",matter,True,matter,matter,parameter,parameter,material ratio,material concentration,material measurement parameter,material manufacturing parameter,0.84097177,0.8255428,0.8087851,0.794261
19,"Define the term ""content_function"" (example: ""Donor"" is a ""content_function"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",matter,True,matter,matter,parameter,matter,material composition,component composition,material manufacturing parameter,device composition,0.8326376,0.82614774,0.78058934,0.7761479
20,"Define the term ""material_batch_barcode"" (example: ""321100"" is a ""material_batch_barcode"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",matter,True,matter,parameter,parameter,parameter,material name abbreviation,measurement quantity,material measurement parameter,material manufacturing parameter,0.8066818,0.8004936,0.7955979,0.7940271
21,"Define the term ""material_name_short"" (example: ""PM6"" is a ""material_name_short"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",matter,True,matter,parameter,parameter,parameter,material name abbreviation,material manufacturing parameter,material measurement parameter,material manufacturing condition,0.82646596,0.8035916,0.80192703,0.7952318
22,"Define the term ""annealing_time"" (example: ""00:10:15"" is a ""annealing_time"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",parameter,True,parameter,parameter,measurement,measurement,material manufacturing parameter,measurement parameter,measurement process,measurement,0.79041344,0.7870374,0.7817612,0.7793913
23,"Define the term ""annealing_temperature"" (example: ""160"" is a ""annealing_temperature"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",parameter,True,parameter,parameter,parameter,measurement,measurement parameter,material manufacturing parameter,measurement quantity,measurement process,0.7884309,0.78700304,0.7796334,0.77596575
24,"Define the term ""product_id"" (example: ""13842"" is a ""product_id"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",matter,True,matter,parameter,parameter,matter,device id,measurement quantity,process quantity,material name abbreviation,0.8069749,0.80390155,0.7897445,0.78884196
25,"Define the term ""layer_function"" (example: ""ActiveLayer"" is a ""layer_function"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",matter,True,matter,matter,matter,metadata,material composition,component composition,device composition,laboratory_equipment,0.80911094,0.80028653,0.76782596,0.7558981
26,"Define the term ""layer_process"" (example: ""Spincoating"" is a ""layer_process"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",manufacturing,True,manufacturing,manufacturing,measurement,manufacturing,manufacturing process,component manufacturing,measurement,material process,0.81067365,0.8063516,0.7997328,0.7989159
27,"Define the term ""layer_process_location"" (example: ""LineOne"" is a ""layer_process_location"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",metadata,True,metadata,measurement,parameter,measurement,location,measurement,material process parameter,measurement process,0.8083205,0.791727,0.79013497,0.78864425
28,"Define the term ""layer_material_solid_concentration"" (example: ""19.0943396226415"" is a ""layer_material_solid_concentration"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",matter,True,matter,parameter,parameter,matter,material concentration,material manufacturing parameter,material measurement parameter,material ratio,0.8087152,0.79561913,0.79443353,0.7904221
29,"Define the term ""layer_material_temperature"" (example: ""24"" is a ""layer_material_temperature"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",parameter,True,parameter,parameter,parameter,parameter,material measurement parameter,material manufacturing parameter,material condition,material manufacturing condition,0.79499114,0.7936653,0.7891369,0.7836705
30,"Define the term ""layer_material_stirring_time"" (example: ""240"" is a ""layer_material_stirring_time"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",parameter,True,parameter,parameter,manufacturing,parameter,material manufacturing parameter,material measurement parameter,manufacturing process,material manufacturing condition,0.80927765,0.7950959,0.7937406,0.7912834
31,"Define the term ""layer_material_stirring_speed"" (example: ""500"" is a ""layer_material_stirring_speed"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",parameter,True,parameter,parameter,manufacturing,matter,material manufacturing parameter,material measurement parameter,manufacturing process,material,0.80513996,0.7928338,0.78600264,0.78579706
