Heading,Input,Ground Truth,Correct Prediction,1. Predicted Label,2. Predicted Label,3. Predicted Label,4. Predicted Label,1. Predicted Sub-label,2. Predicted Sub-label,3. Predicted Sub-label,4. Predicted Sub-label,1. Similarity,2. Similarity,3. Similarity,4. Similarity
0,"Define the term ""product_id"" (example: ""13842"" is a ""product_id"")!                            ",matter,True,matter,matter,matter,matter,device id,material id,component id,device name,0.801726,0.7859422,0.77428615,0.76002085
1,"Define the term ""layer_function"" (example: ""ETL"" is a ""layer_function"")!                            ",matter,True,matter,matter,matter,metadata,component composition,material composition,device composition,facility,0.8047631,0.7882076,0.75398844,0.73718286
2,"Define the term ""layer_process"" (example: ""Spincoating"" is a ""layer_process"")!                            ",manufacturing,True,manufacturing,manufacturing,parameter,parameter,component manufacturing,manufacturing process,process condition,fabrication condition,0.80263126,0.7992885,0.79888165,0.79883075
3,"Define the term ""layer_process_location"" (example: ""OPVSpinbot"" is a ""layer_process_location"")!                            ",metadata,True,metadata,parameter,parameter,metadata,location,process condition,fabrication condition,facility,0.82153785,0.77730244,0.777246,0.7693019
4,"Define the term ""layer_number"" (example: ""1"" is a ""layer_number"")!                            ",matter,True,matter,matter,parameter,matter,component composition,material name,measurement parameter,component name,0.7380835,0.7347069,0.7294188,0.7293872
5,"Define the term ""layer_material_content_ratio"" (example: ""1"" is a ""layer_material_content_ratio"")!                            ",matter,True,matter,matter,parameter,matter,material ratio,material concentration,material measurement parameter,material name,0.8131484,0.7984231,0.7739369,0.7589263
6,"Define the term ""content_function"" (example: ""ETL"" is a ""content_function"")!                            ",matter,True,matter,matter,matter,matter,component composition,material composition,component name,device composition,0.8241462,0.80742455,0.7658801,0.755556
7,"Define the term ""material_batch_barcode"" (example: ""121800"" is a ""material_batch_barcode"")!                            ",matter,True,matter,matter,matter,parameter,material name,material,material id,material measurement parameter,0.7715815,0.76789767,0.7670169,0.76604396
8,"Define the term ""material_name_short"" (example: ""ZnO"" is a ""material_name_short"")!                            ",matter,True,matter,matter,matter,parameter,material name abbreviation,material name,material id,material manufacturing parameter,0.8100024,0.8073832,0.7707317,0.7669145
9,"Define the term ""annealing_time"" (example: ""00:46:01"" is a ""annealing_time"")!                            ",parameter,True,parameter,measurement,parameter,measurement,measurement parameter,measurement process,manufacturing parameter,measurement,0.7485562,0.7406395,0.7400363,0.73891234
10,"Define the term ""annealing_temperature"" (example: ""180"" is a ""annealing_temperature"")!                            ",parameter,True,parameter,matter,parameter,parameter,measurement parameter,material name,manufacturing parameter,measurement quantity,0.7670951,0.75446796,0.7477964,0.7446064
11,"Define the term ""product_id"" (example: ""13842"" is a ""product_id"")!                            ",matter,True,matter,matter,matter,matter,device id,material id,component id,device name,0.80181724,0.7860305,0.7744094,0.76026374
12,"Define the term ""layer_function"" (example: ""ActiveLayer"" is a ""layer_function"")!                            ",matter,True,matter,matter,matter,matter,component composition,material composition,device composition,component name,0.80105555,0.7812383,0.74913144,0.72899514
13,"Define the term ""layer_process"" (example: ""Spincoating"" is a ""layer_process"")!                            ",manufacturing,True,manufacturing,manufacturing,parameter,parameter,component manufacturing,manufacturing process,process condition,fabrication condition,0.8026155,0.7992249,0.7988332,0.798782
14,"Define the term ""layer_process_location"" (example: ""LineOne"" is a ""layer_process_location"")!                            ",metadata,True,metadata,parameter,parameter,metadata,location,process condition,fabrication condition,facility,0.8192363,0.7768818,0.7768442,0.7648831
15,"Define the term ""layer_number"" (example: ""2"" is a ""layer_number"")!                            ",matter,True,matter,matter,parameter,parameter,component composition,material name,measurement parameter,process parameter,0.7353236,0.73244464,0.7315025,0.7253044
16,"Define the term ""layer_material_solid_concentration"" (example: ""19.5094339622642"" is a ""layer_material_solid_concentration"")!                            ",matter,True,matter,parameter,matter,matter,material concentration,material measurement parameter,material,material ratio,0.77903724,0.7589862,0.75379455,0.7525408
17,"Define the term ""layer_material_temperature"" (example: ""25"" is a ""layer_material_temperature"")!                            ",parameter,True,parameter,matter,property,property,material measurement parameter,material name,device_property,material_property,0.76661986,0.7602134,0.75958455,0.75947475
18,"Define the term ""layer_material_stirring_time"" (example: ""100"" is a ""layer_material_stirring_time"")!                            ",parameter,True,parameter,parameter,parameter,matter,material measurement parameter,material manufacturing parameter,material process parameter,material name,0.7688996,0.76447463,0.76082885,0.75668085
19,"Define the term ""layer_material_stirring_speed"" (example: ""600"" is a ""layer_material_stirring_speed"")!                            ",parameter,True,parameter,parameter,property,property,material measurement parameter,material manufacturing parameter,device_property,material_property,0.7646489,0.7621146,0.7599071,0.75976783
20,"Define the term ""layer_material_content_ratio"" (example: ""0.9152"" is a ""layer_material_content_ratio"")!                            ",matter,True,matter,matter,parameter,parameter,material ratio,material concentration,material measurement parameter,component measurement parameter,0.8082599,0.7953963,0.77293956,0.7524221
21,"Define the term ""content_function"" (example: ""Donor"" is a ""content_function"")!                            ",matter,True,matter,matter,matter,matter,component composition,material composition,component name,device composition,0.8182706,0.7992248,0.75147986,0.7488054
22,"Define the term ""material_batch_barcode"" (example: ""321100"" is a ""material_batch_barcode"")!                            ",matter,True,matter,matter,matter,parameter,material name,material,material id,material measurement parameter,0.77195776,0.76704586,0.7667224,0.76497984
23,"Define the term ""material_name_short"" (example: ""PM6"" is a ""material_name_short"")!                            ",matter,True,matter,matter,parameter,matter,material name abbreviation,material name,material manufacturing parameter,material id,0.8100034,0.80703884,0.77439606,0.7696659
24,"Define the term ""annealing_time"" (example: ""00:10:15"" is a ""annealing_time"")!                            ",parameter,True,parameter,matter,measurement,parameter,measurement parameter,material name,measurement process,manufacturing parameter,0.75048405,0.7394574,0.738996,0.73807913
25,"Define the term ""annealing_temperature"" (example: ""160"" is a ""annealing_temperature"")!                            ",parameter,True,parameter,matter,parameter,parameter,measurement parameter,material name,manufacturing parameter,material measurement parameter,0.7642533,0.7556222,0.74603736,0.7447082
26,"Define the term ""product_id"" (example: ""13842"" is a ""product_id"")!                            ",matter,True,matter,matter,matter,matter,device id,material id,component id,device name,0.8018079,0.78607774,0.7744546,0.76028955
27,"Define the term ""layer_function"" (example: ""ActiveLayer"" is a ""layer_function"")!                            ",matter,True,matter,matter,matter,matter,component composition,material composition,device composition,component name,0.8006971,0.78097814,0.74851537,0.72896504
