Heading,Input,Ground Truth,Correct Prediction,1. Predicted Label,2. Predicted Label,3. Predicted Label,4. Predicted Label,1. Predicted Sub-label,2. Predicted Sub-label,3. Predicted Sub-label,4. Predicted Sub-label,1. Similarity,2. Similarity,3. Similarity,4. Similarity
0,Define: product_id!                                        Example: value: 13842                            ,matter,True,matter,matter,matter,matter,device id,material id,component id,device name,0.81075114,0.78619623,0.7730675,0.7580466
1,Define: layer_function!                                        Example: value: ETL                            ,matter,True,matter,matter,matter,parameter,component composition,material composition,device composition,process parameter,0.7897908,0.77339464,0.7322583,0.70901954
2,Define: layer_process!                                        Example: value: Spincoating                            ,manufacturing,False,parameter,manufacturing,manufacturing,parameter,condition parameter,component manufacturing,manufacturing process,process quantity,0.78620714,0.78230494,0.7722714,0.76604784
3,Define: layer_process_location!                                        Example: value: OPVSpinbot                            ,metadata,True,metadata,parameter,manufacturing,manufacturing,location,condition parameter,component manufacturing,manufacturing process,0.7702363,0.76794016,0.7525319,0.7424436
4,Define: layer_number!                                        Example: value: 1                            ,matter,True,matter,parameter,parameter,matter,component composition,process quantity,measurement quantity,component name,0.72480947,0.7124774,0.70889777,0.7085072
5,Define: layer_material_content_ratio!                                        Example: value: 1                            ,matter,True,matter,parameter,parameter,property,material concentration,material condition,material measurement parameter,material ratio,0.8045381,0.7683479,0.7660846,0.76211524
6,Define: content_function!                                        Example: value: ETL                            ,matter,True,matter,matter,parameter,matter,component composition,material composition,material condition,component name,0.8142648,0.8006011,0.7675164,0.7458099
7,Define: material_batch_barcode!                                        Example: value: 121800                            ,matter,True,matter,property,parameter,matter,material id,material ratio,material measurement parameter,material,0.76180315,0.7508863,0.7469737,0.74693245
8,Define: material_name_short!                                        Example: value: ZnO                            ,matter,True,matter,matter,matter,matter,material name abbreviation,material name,material id,component name,0.7981034,0.795349,0.76327324,0.7615445
9,Define: annealing_time!                                        Example: value: 00:46:01                            ,parameter,True,parameter,parameter,measurement,parameter,manufacturing parameter,measurement parameter,measurement process,device manufacturing parameter,0.73025846,0.72581196,0.72148937,0.7183255
10,Define: annealing_temperature!                                        Example: value: 180                            ,parameter,True,parameter,parameter,parameter,parameter,measurement parameter,manufacturing parameter,device measurement parameter,device manufacturing parameter,0.74255836,0.73220587,0.72947985,0.7256586
11,Define: product_id!                                        Example: value: 13842                            ,matter,True,matter,matter,matter,matter,device id,material id,component id,device name,0.81064206,0.78612417,0.77302325,0.7579365
12,Define: layer_function!                                        Example: value: ActiveLayer                            ,matter,True,matter,matter,matter,parameter,component composition,material composition,device composition,process parameter,0.78409564,0.7613289,0.7276441,0.7036834
13,Define: layer_process!                                        Example: value: Spincoating                            ,manufacturing,False,parameter,manufacturing,manufacturing,parameter,condition parameter,component manufacturing,manufacturing process,process quantity,0.786567,0.7824694,0.77248144,0.76617646
14,Define: layer_process_location!                                        Example: value: LineOne                            ,metadata,True,metadata,parameter,manufacturing,parameter,location,condition parameter,component manufacturing,process quantity,0.7718371,0.7693968,0.7353848,0.7334435
15,Define: layer_number!                                        Example: value: 2                            ,matter,True,matter,parameter,parameter,parameter,component composition,process quantity,process parameter,measurement quantity,0.7220012,0.71398765,0.70905924,0.70827657
16,Define: layer_material_solid_concentration!                                        Example: value: 19.5094339622642                            ,matter,True,matter,property,property,parameter,material concentration,device_property,material_property,material measurement parameter,0.7815752,0.7466259,0.7465069,0.74569434
17,Define: layer_material_temperature!                                        Example: value: 25                            ,parameter,False,property,property,parameter,matter,device_property,material_property,material measurement parameter,material composition,0.7514267,0.75131696,0.7478497,0.74617267
