Heading,Input,Ground Truth,Correct Prediction,1. Predicted Label,2. Predicted Label,3. Predicted Label,4. Predicted Label,1. Predicted Sub-label,2. Predicted Sub-label,3. Predicted Sub-label,4. Predicted Sub-label,1. Similarity,2. Similarity,3. Similarity,4. Similarity
0,"Define the term ""product_id"" (example: ""13842"" is a ""product_id"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!             The example should help you to understand the term, but should not be a definition itself.                            ",matter,False,parameter,matter,matter,parameter,measurement quantity,device id,material name abbreviation,process quantity,0.80193794,0.7982214,0.7872291,0.7855381
1,"Define the term ""layer_function"" (example: ""ETL"" is a ""layer_function"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!             The example should help you to understand the term, but should not be a definition itself.                            ",matter,True,matter,matter,matter,measurement,material composition,component composition,device composition,measurement,0.7998701,0.78923595,0.7619314,0.7576264
2,"Define the term ""layer_process"" (example: ""Spincoating"" is a ""layer_process"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!             The example should help you to understand the term, but should not be a definition itself.                            ",manufacturing,True,manufacturing,manufacturing,measurement,measurement,manufacturing process,component manufacturing,measurement,measurement process,0.80193347,0.7985624,0.7984823,0.7958958
3,"Define the term ""layer_process_location"" (example: ""OPVSpinbot"" is a ""layer_process_location"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!             The example should help you to understand the term, but should not be a definition itself.                            ",metadata,True,metadata,parameter,measurement,parameter,location,fabrication condition,measurement,condition parameter,0.8055989,0.795449,0.79112303,0.7888138
4,"Define the term ""layer_material_content_ratio"" (example: ""1"" is a ""layer_material_content_ratio"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!             The example should help you to understand the term, but should not be a definition itself.                            ",matter,True,matter,matter,parameter,parameter,material ratio,material concentration,material measurement parameter,material manufacturing parameter,0.8365729,0.8182621,0.8033994,0.7881703
5,"Define the term ""content_function"" (example: ""ETL"" is a ""content_function"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!             The example should help you to understand the term, but should not be a definition itself.                            ",matter,True,matter,matter,manufacturing,parameter,material composition,component composition,material process,measurement quantity,0.82429063,0.8143712,0.7749628,0.7720969
6,"Define the term ""material_batch_barcode"" (example: ""121800"" is a ""material_batch_barcode"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!             The example should help you to understand the term, but should not be a definition itself.                            ",matter,True,matter,parameter,parameter,parameter,material name abbreviation,measurement quantity,material measurement parameter,material manufacturing parameter,0.8013458,0.798584,0.79354846,0.78731596
7,"Define the term ""material_name_short"" (example: ""ZnO"" is a ""material_name_short"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!             The example should help you to understand the term, but should not be a definition itself.                            ",matter,True,matter,matter,parameter,parameter,material name abbreviation,material,material manufacturing parameter,material measurement parameter,0.8187714,0.79424644,0.79338634,0.7909987
8,"Define the term ""annealing_time"" (example: ""00:46:01"" is a ""annealing_time"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!             The example should help you to understand the term, but should not be a definition itself.                            ",parameter,True,parameter,parameter,measurement,measurement,measurement parameter,material manufacturing parameter,measurement process,measurement,0.7854869,0.78360194,0.78356975,0.78001046
9,"Define the term ""annealing_temperature"" (example: ""180"" is a ""annealing_temperature"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!             The example should help you to understand the term, but should not be a definition itself.                            ",parameter,True,parameter,parameter,parameter,measurement,measurement parameter,material manufacturing parameter,measurement quantity,measurement process,0.7870793,0.7789077,0.7750287,0.7747427
