Heading,Input,Ground Truth,Correct Prediction,1. Predicted Label,2. Predicted Label,3. Predicted Label,4. Predicted Label,1. Predicted Sub-label,2. Predicted Sub-label,3. Predicted Sub-label,4. Predicted Sub-label,1. Similarity,2. Similarity,3. Similarity,4. Similarity
0,"Define the term ""product_id"" maximum three words! Example: 13842 is a product_id!                            ",matter,True,matter,matter,matter,parameter,device id,material id,component id,process quantity,0.79355866,0.7791745,0.7683697,0.7626624
1,"Define the term ""layer_function"" maximum three words! Example: ETL is a layer_function!                            ",matter,True,matter,matter,matter,metadata,component composition,material composition,device composition,facility,0.80795664,0.794083,0.7570883,0.7489721
2,"Define the term ""layer_process"" maximum three words! Example: Spincoating is a layer_process!                            ",manufacturing,True,manufacturing,manufacturing,metadata,metadata,component manufacturing,manufacturing process,organization,facility,0.79859686,0.79701775,0.7960125,0.79031444
3,"Define the term ""layer_process_location"" maximum three words! Example: OPVSpinbot is a layer_process_location!                            ",metadata,True,metadata,metadata,metadata,manufacturing,location,organization,facility,component manufacturing,0.81831616,0.79131806,0.7901368,0.7807238
4,"Define the term ""layer_number"" maximum three words! Example: 1 is a layer_number!                            ",matter,True,matter,matter,matter,parameter,material name,component composition,component name,measurement parameter,0.73277557,0.7299426,0.72770333,0.7258974
5,"Define the term ""layer_material_content_ratio"" maximum three words! Example: 1 is a layer_material_content_ratio!                            ",matter,True,matter,parameter,parameter,property,material concentration,material condition,material measurement parameter,material ratio,0.80846477,0.77976096,0.77948785,0.7782029
6,"Define the term ""content_function"" maximum three words! Example: ETL is a content_function!                            ",matter,True,matter,matter,parameter,matter,component composition,material composition,material condition,component name,0.83193326,0.8164064,0.7861434,0.7735952
7,"Define the term ""material_batch_barcode"" maximum three words! Example: 121800 is a material_batch_barcode!                            ",matter,True,matter,matter,parameter,parameter,material name,material id,material measurement parameter,measurement quantity,0.78153235,0.77611125,0.77610445,0.774534
8,"Define the term ""material_name_short"" maximum three words! Example: ZnO is a material_name_short!                            ",matter,True,matter,matter,matter,matter,material name,material name abbreviation,material id,material,0.81198424,0.809593,0.7799398,0.77548206
9,"Define the term ""annealing_time"" maximum three words! Example: 00:46:01 is a annealing_time!                            ",parameter,True,parameter,measurement,parameter,matter,measurement parameter,measurement process,manufacturing parameter,material name,0.7563028,0.7524896,0.7511282,0.75037676
10,"Define the term ""annealing_temperature"" maximum three words! Example: 180 is a annealing_temperature!                            ",parameter,True,parameter,matter,parameter,parameter,measurement parameter,material name,measurement quantity,manufacturing parameter,0.76552033,0.75738907,0.7543269,0.74939835
11,"Define the term ""product_id"" maximum three words! Example: 13842 is a product_id!                            ",matter,True,matter,matter,matter,parameter,device id,material id,component id,process quantity,0.7939679,0.7801837,0.769572,0.76405615
12,"Define the term ""layer_function"" maximum three words! Example: ActiveLayer is a layer_function!                            ",matter,True,matter,matter,matter,matter,component composition,material composition,device composition,component,0.79951835,0.7804303,0.7469501,0.7315117
