Heading,Input,Ground Truth,Correct Prediction,1. Predicted Label,2. Predicted Label,3. Predicted Label,4. Predicted Label,1. Predicted Sub-label,2. Predicted Sub-label,3. Predicted Sub-label,4. Predicted Sub-label,1. Similarity,2. Similarity,3. Similarity,4. Similarity
0,"Define the term ""product_id"" (example: ""13842 is a ""product_id"") with up to three words!                            ",matter,True,matter,matter,matter,matter,device id,material id,component id,device name,0.79550344,0.7870711,0.7734065,0.76133895
1,"Define the term ""layer_function"" (example: ""ETL is a ""layer_function"") with up to three words!                            ",matter,True,matter,matter,metadata,matter,component composition,material composition,organization,device composition,0.80466056,0.7859217,0.7475495,0.7467847
2,"Define the term ""layer_process"" (example: ""Spincoating is a ""layer_process"") with up to three words!                            ",manufacturing,False,metadata,manufacturing,manufacturing,metadata,organization,component manufacturing,manufacturing process,facility,0.8012909,0.80087966,0.8004814,0.7907391
3,"Define the term ""layer_process_location"" (example: ""OPVSpinbot is a ""layer_process_location"") with up to three words!                            ",metadata,True,metadata,metadata,parameter,parameter,location,organization,fabrication condition,process condition,0.81472576,0.7905625,0.78044903,0.78044903
4,"Define the term ""layer_number"" (example: ""1 is a ""layer_number"") with up to three words!                            ",matter,True,matter,matter,matter,matter,material name,component composition,component name,component,0.73814297,0.73646677,0.7320414,0.7280592
5,"Define the term ""layer_material_content_ratio"" (example: ""1 is a ""layer_material_content_ratio"") with up to three words!                            ",matter,True,matter,matter,parameter,matter,material concentration,material name,material measurement parameter,material,0.8054246,0.7821567,0.7806273,0.7783934
6,"Define the term ""content_function"" (example: ""ETL is a ""content_function"") with up to three words!                            ",matter,True,matter,matter,matter,matter,component composition,material composition,component name,component,0.82505393,0.80554056,0.7674223,0.75374454
7,"Define the term ""material_batch_barcode"" (example: ""121800 is a ""material_batch_barcode"") with up to three words!                            ",matter,True,matter,matter,parameter,property,material name,material,material manufacturing condition,material ratio,0.784206,0.7832221,0.7759768,0.77460074
8,"Define the term ""material_name_short"" (example: ""ZnO is a ""material_name_short"") with up to three words!                            ",matter,True,matter,matter,matter,matter,material name abbreviation,material name,material,material id,0.8150455,0.8140086,0.7785288,0.77813727
9,"Define the term ""annealing_time"" (example: ""00:46:01 is a ""annealing_time"") with up to three words!                            ",parameter,True,parameter,matter,measurement,measurement,measurement parameter,material name,measurement process,measurement,0.7510824,0.7453071,0.745298,0.74375
10,"Define the term ""annealing_temperature"" (example: ""180 is a ""annealing_temperature"") with up to three words!                            ",parameter,True,parameter,matter,matter,parameter,measurement parameter,material name,material name abbreviation,measurement quantity,0.7656715,0.7619926,0.7507592,0.749772
11,"Define the term ""product_id"" (example: ""13842 is a ""product_id"") with up to three words!                            ",matter,True,matter,matter,matter,matter,device id,material id,component id,device name,0.7955456,0.78709525,0.77346194,0.76138425
12,"Define the term ""layer_function"" (example: ""ActiveLayer is a ""layer_function"") with up to three words!                            ",matter,True,matter,matter,matter,matter,component composition,material composition,device composition,component name,0.8015122,0.77984643,0.7454912,0.7374636
13,"Define the term ""layer_process"" (example: ""Spincoating is a ""layer_process"") with up to three words!                            ",manufacturing,True,manufacturing,metadata,manufacturing,metadata,component manufacturing,organization,manufacturing process,facility,0.80151725,0.8010034,0.80089676,0.79110605
14,"Define the term ""layer_process_location"" (example: ""LineOne is a ""layer_process_location"") with up to three words!                            ",metadata,True,metadata,metadata,parameter,parameter,location,organization,fabrication condition,process condition,0.8151982,0.7806052,0.77491856,0.77491856
15,"Define the term ""layer_number"" (example: ""2 is a ""layer_number"") with up to three words!                            ",matter,True,matter,matter,matter,matter,material name,component composition,component name,component,0.7358524,0.73398495,0.7273093,0.7267611
16,"Define the term ""layer_material_solid_concentration"" (example: ""19.5094339622642 is a ""layer_material_solid_concentration"") with up to three words!                            ",matter,True,matter,matter,matter,parameter,material concentration,material,material name,material measurement parameter,0.7901324,0.7770438,0.7742679,0.77100295
17,"Define the term ""layer_material_temperature"" (example: ""25 is a ""layer_material_temperature"") with up to three words!                            ",parameter,False,matter,matter,parameter,property,material name,material,material measurement parameter,material_property,0.78362554,0.778911,0.7775155,0.77390283
18,"Define the term ""layer_material_stirring_time"" (example: ""100 is a ""layer_material_stirring_time"") with up to three words!                            ",parameter,False,matter,matter,parameter,property,material name,material,material measurement parameter,material ratio,0.7790821,0.77637804,0.7737771,0.77220744
19,"Define the term ""layer_material_stirring_speed"" (example: ""600 is a ""layer_material_stirring_speed"") with up to three words!                            ",parameter,False,matter,matter,parameter,property,material name,material,material measurement parameter,material_property,0.78367203,0.77737385,0.7738134,0.77372646
20,"Define the term ""layer_material_content_ratio"" (example: ""0.9152 is a ""layer_material_content_ratio"") with up to three words!                            ",matter,True,matter,parameter,matter,matter,material concentration,material measurement parameter,material name,material,0.80661446,0.7845992,0.78075355,0.7754678
21,"Define the term ""content_function"" (example: ""Donor is a ""content_function"") with up to three words!                            ",matter,True,matter,matter,matter,matter,component composition,material composition,component name,component,0.81765723,0.797743,0.7566275,0.74933046
22,"Define the term ""material_batch_barcode"" (example: ""321100 is a ""material_batch_barcode"") with up to three words!                            ",matter,True,matter,matter,parameter,matter,material name,material,material manufacturing condition,material id,0.78140086,0.77856755,0.7742551,0.77155757
23,"Define the term ""material_name_short"" (example: ""PM6 is a ""material_name_short"") with up to three words!                            ",matter,True,matter,matter,parameter,matter,material name abbreviation,material name,material manufacturing parameter,material id,0.8169178,0.81314886,0.77795184,0.77439404
24,"Define the term ""annealing_time"" (example: ""00:10:15 is a ""annealing_time"") with up to three words!                            ",parameter,True,parameter,matter,matter,measurement,measurement parameter,material name,material name abbreviation,measurement process,0.7530726,0.7523072,0.7467831,0.7433839
25,"Define the term ""annealing_temperature"" (example: ""160 is a ""annealing_temperature"") with up to three words!                            ",parameter,True,parameter,matter,measurement,matter,measurement parameter,material name,measurement,material name abbreviation,0.7641015,0.76346135,0.7499702,0.74947834
26,"Define the term ""product_id"" (example: ""13842 is a ""product_id"") with up to three words!                            ",matter,True,matter,matter,matter,matter,device id,material id,component id,device name,0.79550344,0.7870711,0.7734065,0.76133895
27,"Define the term ""layer_function"" (example: ""ActiveLayer is a ""layer_function"") with up to three words!                            ",matter,True,matter,matter,matter,matter,component composition,material composition,device composition,component name,0.801462,0.77982354,0.7454368,0.7374383
28,"Define the term ""layer_process"" (example: ""Spincoating is a ""layer_process"") with up to three words!                            ",manufacturing,False,metadata,manufacturing,manufacturing,metadata,organization,component manufacturing,manufacturing process,facility,0.8012909,0.80087966,0.8004814,0.7907391
29,"Define the term ""layer_process_location"" (example: ""LineOne is a ""layer_process_location"") with up to three words!                            ",metadata,True,metadata,metadata,parameter,parameter,location,organization,fabrication condition,process condition,0.81526077,0.78065455,0.77499175,0.77499175
30,"Define the term ""layer_number"" (example: ""2 is a ""layer_number"") with up to three words!                            ",matter,True,matter,matter,matter,matter,material name,component composition,component name,component,0.7359022,0.73405147,0.7273766,0.7268298
31,"Define the term ""layer_material_solid_concentration"" (example: ""19.0943396226415 is a ""layer_material_solid_concentration"") with up to three words!                            ",matter,True,matter,matter,matter,parameter,material concentration,material,material name,material measurement parameter,0.79258156,0.77736026,0.7754501,0.7715122
32,"Define the term ""layer_material_temperature"" (example: ""24 is a ""layer_material_temperature"") with up to three words!                            ",parameter,False,matter,parameter,matter,property,material name,material measurement parameter,material,material_property,0.78470534,0.77754253,0.7759187,0.77367365
33,"Define the term ""layer_material_stirring_time"" (example: ""240 is a ""layer_material_stirring_time"") with up to three words!                            ",parameter,False,matter,matter,property,parameter,material name,material,material ratio,material measurement parameter,0.7810665,0.78077936,0.7749553,0.7723452
34,"Define the term ""layer_material_stirring_speed"" (example: ""500 is a ""layer_material_stirring_speed"") with up to three words!                            ",parameter,False,matter,matter,parameter,property,material name,material,material measurement parameter,material_property,0.7785176,0.7725422,0.7712612,0.77036566
