Heading,Input,Ground Truth,Correct Prediction,1. Predicted Label,2. Predicted Label,3. Predicted Label,4. Predicted Label,1. Predicted Sub-label,2. Predicted Sub-label,3. Predicted Sub-label,4. Predicted Sub-label,1. Similarity,2. Similarity,3. Similarity,4. Similarity
0,key: product_id value: 13842,matter,True,matter,matter,matter,parameter,device id,material id,component id,process quantity,0.8244903,0.8012351,0.78799826,0.78642213
1,key: layer_function value: ETL,matter,True,matter,matter,matter,matter,component composition,material composition,device composition,component type,0.7903297,0.7763645,0.75030255,0.74374485
2,key: layer_process value: Spincoating,manufacturing,True,manufacturing,manufacturing,parameter,parameter,component manufacturing,manufacturing process,fabrication condition,process condition,0.81442535,0.808185,0.79714674,0.79714674
3,key: layer_process_location value: OPVSpinbot,metadata,True,metadata,parameter,parameter,parameter,location,fabrication condition,process condition,condition parameter,0.7781333,0.7753813,0.7753813,0.7753813
4,key: layer_number value: 1,matter,True,matter,matter,property,parameter,component composition,device id,material ratio,process parameter,0.7410491,0.73916924,0.7377952,0.73687804
5,key: layer_material_content_ratio value: 1,matter,True,matter,property,parameter,matter,material concentration,material ratio,material condition,material id,0.82760787,0.7950576,0.7927532,0.7847394
6,key: content_function value: ETL,matter,True,matter,matter,parameter,matter,component composition,material composition,material condition,component type,0.814924,0.80120933,0.77284914,0.7650416
7,key: material_batch_barcode value: 121800,matter,True,matter,parameter,property,parameter,material id,material manufacturing parameter,material ratio,material process parameter,0.79532516,0.78313327,0.78204316,0.78041685
8,key: material_name_short value: ZnO,matter,True,matter,matter,matter,property,material name,material id,material name abbreviation,material ratio,0.8033566,0.78923154,0.78707767,0.7848253
9,key: annealing_time value: 00:46:01,parameter,True,parameter,manufacturing,parameter,measurement,manufacturing parameter,manufacturing process,measurement parameter,measurement process,0.7684133,0.7611074,0.75459856,0.75372076
10,key: annealing_temperature value: 180,parameter,True,parameter,parameter,parameter,parameter,manufacturing parameter,measurement parameter,device manufacturing parameter,process quantity,0.7634102,0.7613685,0.7583748,0.7565197
11,key: product_id value: 13842,matter,True,matter,matter,matter,parameter,device id,material id,component id,process quantity,0.8244903,0.8012351,0.78799826,0.78642213
12,key: layer_function value: ActiveLayer,matter,True,matter,matter,matter,parameter,component composition,material composition,device composition,process parameter,0.7819326,0.76091045,0.7395897,0.71985495
13,key: layer_process value: Spincoating,manufacturing,True,manufacturing,manufacturing,parameter,parameter,component manufacturing,manufacturing process,fabrication condition,process condition,0.8144146,0.808069,0.7971218,0.7971218
14,key: layer_process_location value: LineOne,metadata,True,metadata,parameter,parameter,parameter,location,fabrication condition,process condition,condition parameter,0.7930478,0.77927446,0.77927446,0.77927446
15,key: layer_number value: 2,matter,True,matter,parameter,property,parameter,device type,process parameter,material ratio,process quantity,0.7371267,0.7366462,0.7352576,0.73435116
16,key: layer_material_solid_concentration value: 19.5094339622642,matter,True,matter,parameter,property,matter,material concentration,material measurement parameter,device_property,material,0.81550395,0.76687956,0.7639818,0.763922
17,key: layer_material_temperature value: 25,parameter,True,parameter,property,parameter,parameter,material condition,material ratio,material process parameter,material manufacturing parameter,0.7692228,0.7685511,0.7672167,0.76495767
18,key: layer_material_stirring_time value: 100,parameter,True,parameter,matter,parameter,parameter,material process parameter,material concentration,material manufacturing parameter,material measurement parameter,0.7828602,0.7770859,0.7766051,0.77238387
19,key: layer_material_stirring_speed value: 600,parameter,True,parameter,parameter,parameter,property,material process parameter,material manufacturing parameter,manufacturing parameter,device_property,0.7814794,0.7769799,0.7719054,0.7657962
20,key: layer_material_content_ratio value: 0.9152,matter,True,matter,property,parameter,matter,material concentration,material ratio,material condition,material id,0.81719935,0.79204494,0.78681314,0.78665566
