Heading,Input,Ground Truth,Correct Prediction,1. Predicted Label,2. Predicted Label,3. Predicted Label,4. Predicted Label,1. Predicted Sub-label,2. Predicted Sub-label,3. Predicted Sub-label,4. Predicted Sub-label,1. Similarity,2. Similarity,3. Similarity,4. Similarity
0,"Define the term ""product_id"" (example: ""13842"" is a specific ""product_id"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",matter,False,parameter,matter,parameter,matter,measurement quantity,device id,process quantity,material name abbreviation,0.8059781,0.80461085,0.7900251,0.78958833
1,"Define the term ""layer_function"" (example: ""ETL"" is a specific ""layer_function"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",matter,True,matter,matter,matter,metadata,material composition,component composition,device composition,laboratory_equipment,0.8052703,0.7958845,0.76335377,0.75882787
2,"Define the term ""layer_process"" (example: ""Spincoating"" is a specific ""layer_process"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",manufacturing,True,manufacturing,manufacturing,measurement,manufacturing,manufacturing process,component manufacturing,measurement,material process,0.80981284,0.80616796,0.80010694,0.7986795
3,"Define the term ""layer_process_location"" (example: ""OPVSpinbot"" is a specific ""layer_process_location"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",metadata,True,metadata,parameter,parameter,parameter,location,fabrication condition,material process parameter,condition parameter,0.81432277,0.8001536,0.7938708,0.7935219
4,"Define the term ""layer_material_content_ratio"" (example: ""1"" is a specific ""layer_material_content_ratio"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",matter,True,matter,matter,parameter,parameter,material ratio,material concentration,material measurement parameter,material manufacturing parameter,0.8402587,0.823668,0.80763936,0.79430866
5,"Define the term ""content_function"" (example: ""ETL"" is a specific ""content_function"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",matter,True,matter,matter,manufacturing,manufacturing,material composition,component composition,material process,manufacturing process,0.8303672,0.8223789,0.7758614,0.77316296
6,"Define the term ""material_batch_barcode"" (example: ""121800"" is a specific ""material_batch_barcode"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",matter,True,matter,parameter,parameter,parameter,material name abbreviation,measurement quantity,material measurement parameter,material manufacturing parameter,0.8070228,0.80005467,0.7969698,0.79292864
7,"Define the term ""material_name_short"" (example: ""ZnO"" is a specific ""material_name_short"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",matter,True,matter,parameter,matter,manufacturing,material name abbreviation,material manufacturing parameter,material,material manufacturing,0.8198395,0.7958552,0.7912739,0.79059553
8,"Define the term ""annealing_time"" (example: ""00:46:01"" is a specific ""annealing_time"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",parameter,True,parameter,parameter,measurement,measurement,material manufacturing parameter,measurement parameter,measurement process,measurement,0.79082495,0.78812957,0.78366697,0.7821889
9,"Define the term ""annealing_temperature"" (example: ""180"" is a specific ""annealing_temperature"") in a three word sentence,            on a very high abstraction-level(matter, manufacturing, measurement, property, parameter, equipment, laboratory)!                             ",parameter,True,parameter,parameter,parameter,measurement,measurement parameter,material manufacturing parameter,measurement quantity,measurement process,0.7927848,0.78943723,0.78108954,0.7765026
