Heading,Input,Ground Truth,Correct Prediction,1. Predicted Label,2. Predicted Label,3. Predicted Label,4. Predicted Label,1. Predicted Sub-label,2. Predicted Sub-label,3. Predicted Sub-label,4. Predicted Sub-label,1. Similarity,2. Similarity,3. Similarity,4. Similarity
0,"Define the header ""product_id"" maximum three words! Example: 13842 is a product_id!                            ",matter,True,matter,matter,matter,parameter,device id,material id,component id,manufacturing quanity,0.7801361,0.765607,0.7608961,0.7566311
1,"Define the header ""layer_function"" maximum three words! Example: ETL is a layer_function!                            ",matter,True,matter,matter,matter,matter,component composition,material composition,device composition,component name,0.7994929,0.7829181,0.7497538,0.7430026
2,"Define the header ""layer_process"" maximum three words! Example: Spincoating is a layer_process!                            ",manufacturing,True,manufacturing,manufacturing,parameter,manufacturing,component manufacturing,manufacturing process,condition parameter,manufacturing,0.7909596,0.7901806,0.78163004,0.7781198
3,"Define the header ""layer_process_location"" maximum three words! Example: OPVSpinbot is a layer_process_location!                            ",metadata,False,parameter,metadata,manufacturing,manufacturing,condition parameter,location,component manufacturing,manufacturing process,0.7751088,0.77224857,0.7676134,0.76542366
4,"Define the header ""layer_number"" maximum three words! Example: 1 is a layer_number!                            ",matter,True,matter,parameter,matter,matter,material name,material measurement parameter,component composition,component name,0.73036855,0.7248493,0.7244837,0.7240107
5,"Define the header ""layer_material_content_ratio"" maximum three words! Example: 1 is a layer_material_content_ratio!                            ",matter,True,matter,parameter,matter,parameter,material concentration,material measurement parameter,material name,material condition,0.79757744,0.7759316,0.7684763,0.7665387
6,"Define the header ""content_function"" maximum three words! Example: ETL is a content_function!                            ",matter,True,matter,matter,parameter,matter,component composition,material composition,material condition,component name,0.81999433,0.8007107,0.7759098,0.7722121
7,"Define the header ""material_batch_barcode"" maximum three words! Example: 121800 is a material_batch_barcode!                            ",matter,True,matter,matter,parameter,parameter,material name,material id,material measurement parameter,material manufacturing parameter,0.76856256,0.76302797,0.76292086,0.758219
8,"Define the header ""material_name_short"" maximum three words! Example: ZnO is a material_name_short!                            ",matter,True,matter,matter,matter,property,material name,material name abbreviation,material id,material_property,0.8046,0.79911625,0.7807058,0.7737818
9,"Define the header ""annealing_time"" maximum three words! Example: 00:46:01 is a annealing_time!                            ",parameter,True,parameter,parameter,matter,measurement,measurement parameter,manufacturing parameter,material name,measurement process,0.7504616,0.74531174,0.7390361,0.734919
10,"Define the header ""annealing_temperature"" maximum three words! Example: 180 is a annealing_temperature!                            ",parameter,True,parameter,matter,parameter,parameter,measurement parameter,material name,manufacturing parameter,material measurement parameter,0.75774074,0.75111717,0.74723166,0.74183655
11,"Define the header ""product_id"" maximum three words! Example: 13842 is a product_id!                            ",matter,True,matter,matter,matter,parameter,device id,material id,component id,manufacturing quanity,0.77964306,0.7653203,0.7602996,0.7573489
12,"Define the header ""layer_function"" maximum three words! Example: ActiveLayer is a layer_function!                            ",matter,True,matter,matter,matter,matter,component composition,material composition,device composition,component name,0.7860229,0.76649547,0.7368778,0.7264087
13,"Define the header ""layer_process"" maximum three words! Example: Spincoating is a layer_process!                            ",manufacturing,True,manufacturing,manufacturing,parameter,parameter,component manufacturing,manufacturing process,condition parameter,process quantity,0.790271,0.7885822,0.7811598,0.7770128
14,"Define the header ""layer_process_location"" maximum three words! Example: LineOne is a layer_process_location!                            ",metadata,False,parameter,metadata,parameter,parameter,condition parameter,location,process parameter,process quantity,0.76519877,0.7642014,0.7461057,0.74604535
15,"Define the header ""layer_number"" maximum three words! Example: 2 is a layer_number!                            ",matter,True,matter,parameter,parameter,matter,material name,measurement parameter,material measurement parameter,component composition,0.72738075,0.7260309,0.7243521,0.723114
16,"Define the header ""layer_material_solid_concentration"" maximum three words! Example: 19.5094339622642 is a layer_material_solid_concentration!                            ",matter,True,matter,parameter,matter,property,material concentration,material measurement parameter,material name,material_property,0.78785855,0.76465183,0.75713336,0.7501527
17,"Define the header ""layer_material_temperature"" maximum three words! Example: 25 is a layer_material_temperature!                            ",parameter,True,parameter,matter,property,property,material measurement parameter,material name,material_property,device_property,0.771643,0.7676829,0.75842065,0.75834763
18,"Define the header ""layer_material_stirring_time"" maximum three words! Example: 100 is a layer_material_stirring_time!                            ",parameter,True,parameter,matter,parameter,matter,material measurement parameter,material name,material manufacturing parameter,material id,0.77006435,0.7695064,0.7649864,0.759974
19,"Define the header ""layer_material_stirring_speed"" maximum three words! Example: 600 is a layer_material_stirring_speed!                            ",parameter,True,parameter,matter,parameter,property,material measurement parameter,material name,material manufacturing parameter,material_property,0.7684997,0.7669555,0.764087,0.7577495
20,"Define the header ""layer_material_content_ratio"" maximum three words! Example: 0.9152 is a layer_material_content_ratio!                            ",matter,True,matter,parameter,matter,parameter,material concentration,material measurement parameter,material name,material condition,0.8015074,0.78091383,0.7654513,0.76037097
21,"Define the header ""content_function"" maximum three words! Example: Donor is a content_function!                            ",matter,True,matter,matter,parameter,matter,component composition,material composition,material condition,component name,0.8102051,0.78843486,0.7667978,0.75868905
22,"Define the header ""material_batch_barcode"" maximum three words! Example: 321100 is a material_batch_barcode!                            ",matter,True,matter,matter,parameter,parameter,material name,material id,material measurement parameter,material manufacturing parameter,0.76655185,0.76087177,0.7606074,0.7568029
23,"Define the header ""material_name_short"" maximum three words! Example: PM6 is a material_name_short!                            ",matter,True,matter,matter,parameter,matter,material name,material name abbreviation,material manufacturing parameter,material id,0.80822206,0.80112284,0.78371674,0.78057104
24,"Define the header ""annealing_time"" maximum three words! Example: 00:10:15 is a annealing_time!                            ",parameter,True,parameter,parameter,matter,parameter,measurement parameter,manufacturing parameter,material name,material measurement parameter,0.7535408,0.7466998,0.7454239,0.7397957
