Heading,Input,Ground Truth,Correct Prediction,1. Predicted Label,2. Predicted Label,3. Predicted Label,4. Predicted Label,1. Predicted Sub-label,2. Predicted Sub-label,3. Predicted Sub-label,4. Predicted Sub-label,1. Similarity,2. Similarity,3. Similarity,4. Similarity
0,"Define the term ""product_id"" maximum three words (example: ""13842 is a ""product_id"")!                            ",matter,True,matter,matter,matter,parameter,device id,material id,component id,process quantity,0.7878082,0.7726475,0.7616128,0.7549248
1,"Define the term ""layer_function"" maximum three words (example: ""ETL is a ""layer_function"")!                            ",matter,True,matter,matter,matter,metadata,component composition,material composition,device composition,organization,0.8051571,0.7858552,0.75098866,0.7486182
2,"Define the term ""layer_process"" maximum three words (example: ""Spincoating is a ""layer_process"")!                            ",manufacturing,True,manufacturing,manufacturing,metadata,metadata,manufacturing process,component manufacturing,organization,facility,0.7971433,0.7969605,0.7966204,0.78839624
3,"Define the term ""layer_process_location"" maximum three words (example: ""OPVSpinbot is a ""layer_process_location"")!                            ",metadata,True,metadata,metadata,metadata,parameter,location,organization,facility,process condition,0.81435716,0.7856314,0.781037,0.7766117
4,"Define the term ""layer_number"" maximum three words (example: ""1 is a ""layer_number"")!                            ",matter,True,matter,matter,matter,parameter,component composition,material name,component name,measurement parameter,0.73523414,0.7315552,0.7285199,0.7265037
5,"Define the term ""layer_material_content_ratio"" maximum three words (example: ""1 is a ""layer_material_content_ratio"")!                            ",matter,True,matter,parameter,parameter,matter,material concentration,material condition,material measurement parameter,material name,0.8005593,0.7737662,0.7719129,0.7682664
6,"Define the term ""content_function"" maximum three words (example: ""ETL is a ""content_function"")!                            ",matter,True,matter,matter,parameter,matter,component composition,material composition,material condition,component name,0.82402307,0.8037883,0.77941895,0.7646153
7,"Define the term ""material_batch_barcode"" maximum three words (example: ""121800 is a ""material_batch_barcode"")!                            ",matter,True,matter,parameter,parameter,parameter,material name,material measurement parameter,manufacturing quanity,material manufacturing parameter,0.7697586,0.7668929,0.7630422,0.7629333
8,"Define the term ""material_name_short"" maximum three words (example: ""ZnO is a ""material_name_short"")!                            ",matter,True,matter,matter,matter,parameter,material name,material name abbreviation,material id,material manufacturing parameter,0.8055353,0.8032414,0.7737313,0.7727446
9,"Define the term ""annealing_time"" maximum three words (example: ""00:46:01 is a ""annealing_time"")!                            ",parameter,True,parameter,parameter,measurement,matter,measurement parameter,manufacturing parameter,measurement process,material name,0.7531408,0.74909174,0.7458663,0.7454325
10,"Define the term ""annealing_temperature"" maximum three words (example: ""180 is a ""annealing_temperature"")!                            ",parameter,True,parameter,matter,parameter,parameter,measurement parameter,material name,measurement quantity,manufacturing parameter,0.76586926,0.75817335,0.75313514,0.7511545
