Heading,Input,Ground Truth,Correct Prediction,1. Predicted Label,2. Predicted Label,3. Predicted Label,4. Predicted Label,1. Predicted Sub-label,2. Predicted Sub-label,3. Predicted Sub-label,4. Predicted Sub-label,1. Similarity,2. Similarity,3. Similarity,4. Similarity
0,"Define: [key: product_id, value: 13842]!",matter,True,matter,matter,parameter,parameter,device id,material id,process quantity,manufacturing quanity,0.7859437,0.77069104,0.7645331,0.7605182
1,"Define: [key: layer_function, value: ETL]!",matter,True,matter,matter,matter,matter,component composition,material composition,device composition,component,0.78196925,0.75493383,0.7339776,0.7225631
2,"Define: [key: layer_process, value: Spincoating]!",manufacturing,True,manufacturing,parameter,manufacturing,manufacturing,component manufacturing,condition parameter,manufacturing process,device manufacturing,0.7758173,0.7737745,0.7677223,0.762933
3,"Define: [key: layer_process_location, value: OPVSpinbot]!",metadata,True,metadata,parameter,manufacturing,manufacturing,location,condition parameter,component manufacturing,device manufacturing,0.76633775,0.7608123,0.74743754,0.74577737
4,"Define: [key: layer_number, value: 1]!",matter,True,matter,metadata,matter,property,component composition,location,component,material ratio,0.74012816,0.7231337,0.72006863,0.7180493
5,"Define: [key: layer_material_content_ratio, value: 1]!",matter,True,matter,parameter,parameter,property,material concentration,material measurement parameter,material condition,material ratio,0.80580986,0.77130646,0.7694641,0.76621866
6,"Define: [key: content_function, value: ETL]!",matter,True,matter,matter,parameter,matter,component composition,material composition,material condition,component name,0.79749763,0.77328634,0.75517315,0.738828
7,"Define: [key: material_batch_barcode, value: 121800]!",matter,True,matter,matter,property,parameter,material id,material name,material ratio,material manufacturing parameter,0.7837105,0.7695762,0.7694093,0.7679875
8,"Define: [key: material_name_short, value: ZnO]!",matter,True,matter,matter,property,matter,material name,material id,material ratio,material name abbreviation,0.77365863,0.76453483,0.75968444,0.7586616
9,"Define: [key: annealing_time, value: 00:46:01]!",parameter,True,parameter,parameter,measurement,parameter,manufacturing parameter,measurement parameter,measurement process,device manufacturing parameter,0.7501502,0.74952877,0.7404881,0.7384444
10,"Define: [key: annealing_temperature, value: 180]!",parameter,True,parameter,parameter,matter,parameter,measurement parameter,device measurement parameter,device,manufacturing parameter,0.75210035,0.74163496,0.74025935,0.73975825
11,"Define: [key: product_id, value: 13842]!",matter,True,matter,matter,parameter,parameter,device id,material id,process quantity,manufacturing quanity,0.78582686,0.7705541,0.7644229,0.76045275
12,"Define: [key: layer_function, value: ActiveLayer]!",matter,True,matter,matter,matter,metadata,component composition,material composition,device composition,organization,0.776089,0.74034905,0.72777563,0.712776
13,"Define: [key: layer_process, value: Spincoating]!",manufacturing,True,manufacturing,parameter,manufacturing,manufacturing,component manufacturing,condition parameter,manufacturing process,device manufacturing,0.77553016,0.7735222,0.7674711,0.76272964
